call_id,O-A-overtalk-incidents,O-A-overtalk-ratio,O-C-overtalk-incidents,O-C-overtalk-ratio,O-overtalk-incidents,O-overtalk-ratio,S-A-intra-call-change-in-sentiment,S-A-sentiment,S-call-change-in-sentiment,S-call-sentiment,S-C-intra-call-change-in-sentiment,S-C-sentiment,TST-A-intra-call-change-in-pitch,TST-A-intra-call-change-in-relative-voice-volume-energy,TST-A-relative-voice-volume-energy,TST-A-voice-dynamism-std-dev-score,TST-C-intra-call-change-in-pitch,TST-C-intra-call-change-in-relative-voice-volume-energy,TST-C-relative-voice-volume-energy,TST-C-voice-dynamism-std-dev-score,TTR-A-average-streak,TTR-A-intra-call-change-in-talk-rate,TTR-A-longest-streak,TTR-A-median-streak,TTR-A-talk-rate,TTR-A-talk-ratio,TTR-A-to-C-talk-rate-ratio,TTR-average-streak,TTR-C-average-streak,TTR-C-intra-call-change-in-talk-rate,TTR-C-longest-streak,TTR-C-median-streak,TTR-C-talk-rate,TTR-C-talk-ratio,TTR-longest-streak,TTR-median-streak,TTR-silence-incidents,TTR-silence-ratio
4644,2,0.196714,4,0.211139,6,0.407854,0,0.772727,0.928571,0.754386,0,0.742857,0.913402,0.794648,1.842283,4.299536,1.110089,1.599172,0.930866,4.494888,12.905,0.709585,17.613,13.812,183,0.611065,1.14375,24.232,30.704,1.153775,74.746,33.059,160,0.802637,74.746,17.613,0,0.014137
4664,10,0.419639,7,0.180439,17,0.600078,1.6,0.756757,1.592105,0.727273,1.690058,0.709677,1.025456,0.904637,3.260316,8.135857,1.004443,1.370244,0.94064,7.180295,20.838,1.337398,69.133,18.613,191,0.651519,0.936275,20.049,16.497,1.098561,21.575,16.497,204,0.973889,69.133,18.613,0,0.040501
4675,7,0.156102,13,0.169433,20,0.325535,0.75,0.76087,0.847826,0.797753,0.928571,0.837209,1.094931,0.848165,2.496889,7.895174,1.038872,0.796303,1.72651,8.283907,14.792,1.013952,38.459,15.956,234,0.698378,1.135922,11.025,8.334,0.751561,23.271,7.037,206,0.637575,38.459,8.099,0,0.03101
4681,7,0.264658,6,0.075827,13,0.340485,1.155556,0.84,1.043478,0.892308,1,0.925,1.090826,0.966803,2.243328,6.397237,1.183556,1.248879,0.961355,4.372229,15.316,0.861825,44.316,13.947,243,0.530069,1.43787,15.629,15.976,0.96742,41.908,12.567,169,0.827928,44.316,12.567,0,0.048916
4687,5,0.150579,2,0.009795,7,0.160374,1,0.916667,1.093168,0.894737,1.063636,0.878788,1.098632,1.073874,1.517764,3.97971,0.922985,1.430609,1.857736,8.638705,13.15,1.010526,43.466,8.753,200,0.529442,1.086957,15.127,17.104,1.160909,37.681,12.85,184,0.639143,43.466,10.63,0,0.048708
4688,6,0.070251,3,0.034223,9,0.104475,0.6,0.852941,0.914286,0.824561,0.9375,0.782609,0.937243,1.230294,2.498084,5.845602,0.947649,1.005623,1.15436,5.941585,19.425,1.198652,60.368,15.296,203,0.586847,1.194118,14.892,12.007,1.180222,39.934,4.61,170,0.523919,60.368,7.347,0,0.056796
4707,22,0.414585,23,0.204898,45,0.619484,1.307692,0.854167,1.131528,0.87931,1.054167,0.897059,0.995889,1.51504,1.928986,8.223277,0.918352,1.058069,1.016071,6.825322,14.709,0.215957,43.516,12.534,120,0.708368,0.666667,14.328,13.492,0.979254,53.426,4.134,180,0.939088,53.426,7.639,0,0.061458
4709,6,0.069951,6,0.013703,12,0.083654,1.4,0.866667,1.454545,0.852941,1.5,0.842105,0.95136,1.099086,1.585306,4.879035,0.959768,0.840883,1.158925,6.223906,11.482,1.085973,21.022,14.363,197,0.48245,1.158824,11.375,11.296,0.99645,41.74,5.958,170,0.605229,41.74,8.91,0,0.045915
4718,9,0.054451,5,0.061877,14,0.116328,1.2,0.684211,1.050909,0.68254,1.066667,0.64,0.992065,2.35195,1.808576,6.205506,1.077165,0.627019,1.067475,6.612148,13.226,1.14843,48.803,3.95,239,0.644478,1.659722,10.825,8.624,0.688229,25.36,5.516,144,0.481292,48.803,4.902,0,0.075074
4720,14,0.280103,8,0.122125,22,0.402229,1.05,0.772727,1.082707,0.803571,1,0.823529,0.905366,0.900219,2.890881,8.163321,1.049982,1.215152,1.035091,6.953339,10.367,1.122509,23.096,7.802,178,0.532652,1.141026,11.963,14.756,0.760811,29.441,14.351,156,0.890787,29.441,10.329,0,0.050089
4725,26,0.395121,11,0.3856,37,0.780721,1.026667,0.887097,1.098745,0.904348,1.148148,0.924528,0.976597,1.178988,1.350075,6.633974,0.962638,1.170244,1.365437,6.58514,58.69,1.104642,58.69,58.69,217,0.966222,1.09596,55.226,54.361,2.066667,200.75,6.921,198,0.82045,200.75,8.402,0,0.007565
4759,5,0.088935,10,0.233297,15,0.322231,1.111111,0.791667,0.971429,0.779661,0.763636,0.742857,0.308046,1.009952,2.970315,8.70493,0.960941,1.692837,0.685552,4.487508,14.319,1.011404,32.036,10.553,166,0.733337,0.954023,12.985,12.165,1.042245,46.098,7.102,174,0.599346,46.098,8.123,0,0.031415
4804,5,0.104368,0,0,5,0.104368,1.028571,0.866667,0.941176,0.8,0.907407,0.68,0.967421,1.164286,0.884796,2.854389,2.27084,0.956913,0.817547,3.640902,9.034,1.004993,19.674,10.381,187,0.647079,0.873832,8.047,7.258,1.007368,22.341,4.42,214,0.465831,22.341,5.27,0,0.075658
4811,46,0.392161,19,0.16285,65,0.555011,1.192593,0.870968,1.191591,0.909639,1.431818,0.945205,1.078353,1.068884,1.486065,5.074474,0.93815,1.471444,1.801462,7.88485,8.54,1.456166,8.54,8.54,201,0.957736,0.961722,14.999,15.537,1.131695,98.745,3.915,209,0.61155,98.745,4.73,0,0.025077
4831,4,0.004363,5,0.008488,9,0.012851,0,0.73913,1.640625,0.770833,0,0.76,0.903203,1.151199,4.526997,8.486361,1.019784,1.687379,1.594125,7.584097,17.843,1.127287,68.173,0.8,182,0.420175,1.116564,27.823,45.29,0.899199,142.679,18.775,163,0.592865,142.679,1.18,0,0.014528
4840,0,0,5,0.12189,5,0.12189,1.5,0.787879,1,0.773585,0.590909,0.7,0.27471,1.81922,2.891375,9.373094,12.86341,0.986921,0.596728,5.567131,28.968,0.820902,78.914,16.506,189,0.69812,1.021622,17.521,11.277,1.184773,64.258,5.17,185,0.430141,78.914,10.361,0,0.049675
4843,3,0.003339,1,6.68E-05,4,0.003406,0,0.769231,1.304348,0.790698,0,0.764706,0.983873,1.17491,2.337448,5.706437,0.936213,1.693383,1.47282,7.328033,37.79,1.630583,56.489,52.16,161,0.638039,0.947059,33.173,27.403,1.45844,47.931,24.02,170,0.365405,56.489,29.621,0,0.011166
4863,5,0.170116,1,0.02135,6,0.191465,1,0.857143,1.069519,0.857143,1.181818,0.857143,1.186639,0.641733,2.438122,5.792983,0.987304,1.644261,1.779565,8.062755,21.715,1.239144,87.808,7.061,203,0.599439,0.995098,21.259,20.531,0.831635,44.295,21.322,204,0.594455,87.808,7.42,0,0.012526
4868,9,0.25976,3,0.072437,12,0.332197,0.9,0.891892,0.909091,0.825397,0.897436,0.730769,1.18631,0.903386,2.161641,6.916293,1.053969,0.703793,1.581626,8.940882,19.326,1.17766,35.217,26.184,208,0.694427,1.283951,17.125,14.611,0.902538,53.095,6.48,162,0.650645,53.095,12.428,0,0.037309
4891,1,0.111569,5,0.358816,6,0.470384,0.75,0.863636,0.761905,0.887097,0.8,0.944444,0.909284,1.111301,3.178761,8.325139,1.106052,1.098393,1.459629,6.622128,10.166,0.971029,13.352,10.166,212,0.967436,0.84127,21.45,25.211,0.887738,107.093,9.72,252,0.513107,107.093,10.166,0,0.021139
4905,5,0.02621,9,0.123613,14,0.149823,1.353846,0.775,1.545455,0.701493,0.914286,0.592593,0.888706,1.56703,1.468677,6.094009,1.040484,0.954607,0.740225,5.203702,25.393,1.139876,60.949,16.021,196,0.731278,1.225,14.183,9.009,1.510668,35.472,5.718,160,0.429854,60.949,5.718,0,0.07018
